1.190261607597851778e+01,1.027923472279431261e+00,-5.636826938008629995e+00,2.079134748392894583e+00,-4.317345886860020521e+00,1.806929171284949565e+00,7.658400917760230242e-02,-7.408411286416845876e+00,2.038121653874602479e-01,5.219081250988936382e+00
4.988274089199106420e+00,1.840274984466335972e+00,-6.890012565880545559e+00,1.166077496011744374e+00,-2.119444237395085029e+00,2.674316944818885489e+00,-5.103607981637854341e-01,-2.668372362552435817e+00,8.803167715555977324e-01,3.455963730299532521e+00
4.157448211845340857e+00,1.295345348987321010e+00,-1.767802758567514587e+01,8.427949766744736726e-01,-6.377657727290103828e+00,6.581389469268911441e+00,7.054480685699018316e-01,-1.019232886603957233e+01,2.284794744042547787e+00,3.660698502989873759e+00
1.502680190986022346e+01,2.415943544451621960e+00,-2.066764968096591382e+00,1.755105287745313825e-01,-3.987235445978296600e-01,1.353843049044782809e+00,1.039080578203738447e+00,-2.460392262550883835e+00,5.908022013272248296e-01,5.463153032427284117e+00
2.293295218796094659e+00,5.848298290004871891e-01,-1.261077729064533770e+01,6.290087821419934055e-01,-4.099980082153253491e+00,4.121023496282107956e+00,-3.474045454550034329e-01,-7.807016658848002777e+00,2.549359484789570196e+00,2.204472120085025022e+00
-5.415612835093144284e+00,-3.482616626010266447e-01,-4.524511799871964612e+00,4.233827513710286539e-01,9.295202049039374970e-01,2.207719538945107196e+00,-3.287948969487637929e-01,2.138706722863634724e+00,3.271035071819565210e-01,3.362663521120718979e-01
-5.199633978856068595e+00,-8.037859157544249289e-01,-4.839168768782732499e+00,2.549438094277602374e-01,-1.169893507316186021e+00,2.381560587601963874e+00,-4.992637863257448627e-01,-1.260044111002286416e+00,9.386160326312298352e-01,-5.246609835309599124e-01
2.156574219724828545e+00,6.756299847278242066e-01,-6.266789341499410249e+00,8.977434725310203811e-01,-3.211682221069843912e+00,2.452076103471661384e+00,-9.253826289586222220e-01,-4.922107567560439101e+00,1.147131675266565898e+00,8.704649423916721585e-01
-2.304004742883624113e-01,1.685606807666694684e-01,-3.175679294602257841e+00,3.743587239437566883e-01,-1.059659048564105310e+00,1.698284987649091970e+00,8.127644454087806780e-02,-1.813909326705458458e+00,2.590372584505018505e-01,6.459946036240360456e-01
1.846661330324832662e+01,2.460844419924334225e+00,-5.606399616299881039e+00,2.480582653369554524e+00,-4.933367427302314923e+00,1.833511272815946391e+00,1.324964684985632912e+00,-9.055028876580069053e+00,1.386316369221920509e-02,6.206151121070616838e+00
1.278796535756421626e+01,2.240856108777264488e+00,-7.360725084998922085e+00,2.403904063946810776e+00,-3.670526757421884945e+00,2.100555910601033638e+00,7.265673992063614861e-01,-6.233218055985947359e+00,5.390947267636132523e-01,5.287666336968007030e+00
-1.606232477644028123e+01,-3.390207184452776801e+00,-1.202408944992981965e+01,2.972184579521736092e-01,-4.020746756772203057e+00,4.355991555792980030e+00,-2.282691648390474892e+00,-5.367502846478911849e+00,2.788423706155095161e+00,-2.810872115048171249e+00
3.046305350709245019e+00,3.800634426757635437e-02,-3.142153876482153940e+00,1.175357795637234914e-01,-9.738058930607185193e-01,1.011209515313435059e+00,1.730425022064568941e-02,-1.529834814114447550e+00,4.201140465428310766e-01,2.357994286348704449e+00
3.528310157152725779e+00,-2.795340778535134740e-01,-5.881256889067174143e+00,2.143854308852002621e-01,-2.186106230137453643e+00,2.312153309235860377e+00,-6.959743288009199169e-01,-3.452735206251334343e+00,1.512966114308743615e+00,2.526051950541619906e+00
5.581043034518066825e+00,1.287122598784533389e+00,-7.150875007388968640e+00,6.923158675541449814e-01,-3.492582057997698275e+00,3.210989816286416776e+00,5.630529810110954658e-01,-7.395538002472283878e+00,1.920523229000438425e-01,2.675673362534652266e+00
5.438682134284501757e+00,7.589687990780522586e-01,-5.430458465951105040e+00,1.304108725218081410e+00,-2.343921435292774191e+00,2.392955735330049460e+00,3.642402006221920341e-01,-5.163716487812873623e+00,4.184786728736225037e-01,3.432223734973923968e+00
2.161150318781453805e+01,4.845265152497979066e+00,-1.141975271903264755e+00,2.334394203499194631e-01,-1.163464899477096859e+00,1.237228248789868479e+00,7.931948011186161773e-01,-2.267948413336591695e+00,1.561834187529634599e-01,5.807163190095234739e+00
